,text,target
213,serves Chinese food. rated low. name is Aromi. family-friendly. located city centre. is coffee shop,Aromi is a coffee shop providing Chinese food It is located in the city centre. Its customer rating is low.
214,name is Aromi. rated low. not family-friendly. serves Chinese food. is coffee shop. located riverside,The riverside Aromi coffee shop is not family friendly and has a low customer rating. It does serve Chinese food.
215,serves Chinese food. not family-friendly. is coffee shop. located riverside. name is Aromi. rated low,The Aromi coffee shop serves Chinese food. It has a low customer rating. It is on the riverside but is not family friendly.
216,rated low. located riverside. name is Aromi. is coffee shop. not family-friendly. serves Chinese food,Conveniently located in riverside is a coffee shop serving low rated Chinese food called Aromi.  They are not family friendly.
217,not family-friendly. rated low. name is Aromi. is coffee shop. located riverside. serves Chinese food,Aromi is a coffee shop providing Chinese food It is located in the riverside. Its customer rating is low.
218,serves Chinese food. is coffee shop. located riverside. not family-friendly. name is Aromi. rated low,Aromi is a Chinese coffee shop in the riverside area. It is not family friendly and has a low customer rating.
219,rated low. not family-friendly. serves Chinese food. located riverside. is coffee shop. name is Aromi,Aromi is a low rated coffee shop serving Chinese food in riverside.  They are not family oriented.
220,name is Aromi. rated low. is coffee shop. serves Chinese food. located riverside. family-friendly,Aromi is a family friendly Chinese coffee shop in the riverside area.
221,located riverside. family-friendly. name is Aromi. is coffee shop. serves Chinese food. rated low,There is a low customer rating coffee shop that provides Chinese food located in Riverside. Aromi is family friendly.
222,rated low. is coffee shop. serves Chinese food. located riverside. name is Aromi. family-friendly,"Try Aromi for a low rated, family friendly coffee shop that offers Chinese food in the riverside area."
223,located riverside. serves Chinese food. is coffee shop. family-friendly. rated low. name is Aromi,Aromi is a family friendly Chinese food coffee shop in the riverside area with a low customer rating.
224,located riverside. name is Aromi. rated low. family-friendly. serves Chinese food. is coffee shop,Aromi is a coffee shop providing Chinese food It is located in the riverside. Its customer rating is low.
225,family-friendly. located riverside. name is Aromi. serves Chinese food. is coffee shop. rated low,Aromi is a Chinese coffee shop with a low customer rating in the riverside area.
226,name is Aromi. serves English food. family-friendly. is coffee shop. rated 1 out of 5. located riverside,Aromi  is a English coffee shop in Riverside that is children friendly with the customer rating of 1 out of 5
227,name is Aromi. serves English food. rated 1 out of 5. is coffee shop. located riverside. family-friendly,Near the riverside you can find a coffee shop called Aromi that serve English cuisine that welcomes kids but has a 1 out of 5 customer rating.
228,rated 1 out of 5. family-friendly. is coffee shop. name is Aromi. serves English food. located riverside,Aromi is a coffee shop selling British food. It has a low customer rating but is found by the riverside and is child-friendly.
229,family-friendly. located riverside. is coffee shop. rated 1 out of 5. serves English food. name is Aromi,"An English coffee shop that welcomes children, Aromi is near the riverside with a low customer rating"
230,serves English food. family-friendly. located riverside. name is Aromi. rated 1 out of 5. is coffee shop,"Yes, Aromi the coffee shop is by the riverside and serves English food, but it has a 1 out of 5 rating."
231,name is Aromi. is coffee shop. rated 1 out of 5. located riverside. serves English food. family-friendly,"Yes, Aromi the coffee shop is by the riverside and serves English food, but it has a 1 out of 5 rating."
232,located riverside. serves English food. is coffee shop. family-friendly. name is Aromi. rated 1 out of 5,coffee shop called Aromi serving English food near the riverside that welcomes kids with a customer rating of 1 out of 5.
233,family-friendly. serves English food. name is Aromi. located riverside. is coffee shop. rated 1 out of 5,Aromi is an English coffee shop that welcomes children near the riverside with a low customer rating
234,name is Aromi. is coffee shop. rated 1 out of 5. family-friendly. serves English food. located riverside,"Aromi, a child-friendly English coffee shop in Riverside, has a customer service rating of 1 out of 5."
235,serves English food. family-friendly. is coffee shop. name is Aromi. located riverside. rated 1 out of 5,Aromi is a child-friendly English coffee shop in Riverside with a customer rating of 1 out of 5.
236,name is Aromi. family-friendly. is coffee shop. located riverside. rated 1 out of 5. serves English food,Aromi is a coffee shop selling British food. It has a low customer rating but is found by the riverside and is child-friendly.
237,rated 1 out of 5. is coffee shop. located riverside. name is Aromi. serves English food. family-friendly,"In Riverside,  Aromi  is an English coffee shop which  is children friendly with the customer rating of 1 out of 5."
238,serves English food. located riverside. rated 3 out of 5. is coffee shop. name is Aromi. family-friendly,"A kid friendly English coffee shop, Aromi, rated 3 out of 5 and located in riverside"
239,located riverside. rated 3 out of 5. family-friendly. name is Aromi. serves English food. is coffee shop,Aromi is a coffee shop that provides English food in the riverside area. It is friendly for kids and the customer rating is 3 out of 5.
240,name is Aromi. located riverside. serves English food. family-friendly. rated 3 out of 5. is coffee shop,Aromi is an English coffee shop rated 3 out of 5 known for being kid friendly and located in riverside
241,family-friendly. located riverside. serves English food. name is Aromi. rated 3 out of 5. is coffee shop,there is a coffee shop Aromi in riverside offering English food. it is kids Friendly and has a customer rating of 3 out of 5.
